#,このファイルは毎木データのエラーチェックに使う各調査区のmesh_xcord/mesh_ycordの組み合わせのリストです。,
plotid,mesh_xcord,mesh_ycord
NP-DB1,20,50
NP-DB1,20,60
NP-DB1,20,70
NP-DB1,20,80
NP-DB1,20,90
NP-DB1,20,100
NP-DB1,20,110
NP-DB1,20,120
NP-DB1,30,0
NP-DB1,30,10
NP-DB1,30,20
NP-DB1,30,30
NP-DB1,30,40
NP-DB1,30,50
NP-DB1,30,60
NP-DB1,30,70
NP-DB1,30,80
NP-DB1,30,90
NP-DB1,30,100
NP-DB1,30,110
NP-DB1,30,120
NP-DB1,40,0
NP-DB1,40,10
NP-DB1,40,20
NP-DB1,40,30
NP-DB1,40,40
NP-DB1,40,50
NP-DB1,40,60
NP-DB1,40,70
NP-DB1,40,80
NP-DB1,40,90
NP-DB1,40,100
NP-DB1,40,110
NP-DB1,40,120
NP-DB1,50,0
NP-DB1,50,10
NP-DB1,50,20
NP-DB1,50,30
NP-DB1,50,40
NP-DB1,50,50
NP-DB1,50,60
NP-DB1,50,70
NP-DB1,50,80
NP-DB1,50,90
NP-DB1,50,100
NP-DB1,50,110
NP-DB1,50,120
NP-DB1,60,0
NP-DB1,60,10
NP-DB1,60,20
NP-DB1,60,30
NP-DB1,60,40
NP-DB1,60,50
NP-DB1,60,60
NP-DB1,60,70
NP-DB1,60,80
NP-DB1,60,90
NP-DB1,60,100
NP-DB1,60,110
NP-DB1,60,120
NP-DB1,70,0
NP-DB1,70,10
NP-DB1,70,20
NP-DB1,70,30
NP-DB1,70,40
NP-DB1,70,50
NP-DB1,70,60
NP-DB1,70,70
NP-DB1,70,80
NP-DB1,70,90
NP-DB1,70,100
NP-DB1,70,110
NP-DB1,70,120
NS-DB1,0,0
NS-DB1,0,10
NS-DB1,0,20
NS-DB1,0,30
NS-DB1,0,40
NS-DB1,10,0
NS-DB1,10,10
NS-DB1,10,20
NS-DB1,10,30
NS-DB1,10,40
NS-DB1,20,0
NS-DB1,20,10
NS-DB1,20,20
NS-DB1,20,30
NS-DB1,20,40
NS-DB1,30,0
NS-DB1,30,10
NS-DB1,30,20
NS-DB1,30,30
NS-DB1,30,40
NS-DB1,40,0
NS-DB1,40,10
NS-DB1,40,20
NS-DB1,40,30
NS-DB1,40,40
NS-DB1,50,0
NS-DB1,50,10
NS-DB1,50,20
NS-DB1,50,30
NS-DB1,50,40
OG-DB1,0,0
OG-DB1,0,10
OG-DB1,0,20
OG-DB1,0,30
OG-DB1,0,40
OG-DB1,0,50
OG-DB1,0,60
OG-DB1,0,70
OG-DB1,0,80
OG-DB1,0,90
OG-DB1,0,100
OG-DB1,0,110
OG-DB1,10,0
OG-DB1,10,10
OG-DB1,10,20
OG-DB1,10,30
OG-DB1,10,40
OG-DB1,10,50
OG-DB1,10,60
OG-DB1,10,70
OG-DB1,10,80
OG-DB1,10,90
OG-DB1,10,100
OG-DB1,10,110
OG-DB1,20,0
OG-DB1,20,10
OG-DB1,20,20
OG-DB1,20,30
OG-DB1,20,40
OG-DB1,20,50
OG-DB1,20,60
OG-DB1,20,70
OG-DB1,20,80
OG-DB1,20,90
OG-DB1,20,100
OG-DB1,20,110
OG-DB1,30,0
OG-DB1,30,10
OG-DB1,30,20
OG-DB1,30,30
OG-DB1,30,40
OG-DB1,30,50
OG-DB1,30,60
OG-DB1,30,70
OG-DB1,30,80
OG-DB1,30,90
OG-DB1,30,100
OG-DB1,30,110
OG-DB1,40,0
OG-DB1,40,10
OG-DB1,40,20
OG-DB1,40,30
OG-DB1,40,40
OG-DB1,40,50
OG-DB1,40,60
OG-DB1,40,70
OG-DB1,40,80
OG-DB1,40,90
OG-DB1,40,100
OG-DB1,40,110
OG-DB1,50,0
OG-DB1,50,10
OG-DB1,50,20
OG-DB1,50,30
OG-DB1,50,40
OG-DB1,50,50
OG-DB1,50,60
OG-DB1,50,70
OG-DB1,50,80
OG-DB1,50,90
OG-DB1,50,100
OG-DB1,50,110
OG-DB1,60,0
OG-DB1,60,10
OG-DB1,60,20
OG-DB1,60,30
OG-DB1,60,40
OG-DB1,60,50
OG-DB1,60,60
OG-DB1,60,70
OG-DB1,60,80
OG-DB1,60,90
OG-DB1,60,100
OG-DB1,60,110
OG-DB1,70,0
OG-DB1,70,10
OG-DB1,70,20
OG-DB1,70,30
OG-DB1,70,40
OG-DB1,70,50
OG-DB1,70,60
OG-DB1,70,70
OG-DB1,70,80
OG-DB1,70,90
OG-DB1,70,100
OG-DB1,70,110
OG-DB1,80,0
OG-DB1,80,10
OG-DB1,80,20
OG-DB1,80,30
OG-DB1,80,40
OG-DB1,80,50
OG-DB1,80,60
OG-DB1,80,70
OG-DB1,80,80
OG-DB1,80,90
OG-DB1,80,100
OG-DB1,80,110
OG-DB1,90,0
OG-DB1,90,10
OG-DB1,90,20
OG-DB1,90,30
OG-DB1,90,40
OG-DB1,90,50
OG-DB1,90,60
OG-DB1,90,70
OG-DB1,90,80
OG-DB1,90,90
OG-DB1,90,100
OG-DB1,90,110
OS-EC1,0,0
OS-EC1,0,10
OS-EC1,0,20
OS-EC1,0,30
OS-EC1,0,40
OS-EC1,0,50
OS-EC1,0,60
OS-EC1,0,70
OS-EC1,0,80
OS-EC1,0,90
OS-EC1,10,0
OS-EC1,10,10
OS-EC1,10,20
OS-EC1,10,30
OS-EC1,10,40
OS-EC1,10,50
OS-EC1,10,60
OS-EC1,10,70
OS-EC1,10,80
OS-EC1,10,90
OS-EC1,20,0
OS-EC1,20,10
OS-EC1,20,20
OS-EC1,20,30
OS-EC1,20,40
OS-EC1,20,50
OS-EC1,20,60
OS-EC1,20,70
OS-EC1,20,80
OS-EC1,20,90
OS-EC1,30,0
OS-EC1,30,10
OS-EC1,30,20
OS-EC1,30,30
OS-EC1,30,40
OS-EC1,30,50
OS-EC1,30,60
OS-EC1,30,70
OS-EC1,30,80
OS-EC1,30,90
OS-EC1,40,0
OS-EC1,40,10
OS-EC1,40,20
OS-EC1,40,30
OS-EC1,40,40
OS-EC1,40,50
OS-EC1,40,60
OS-EC1,40,70
OS-EC1,40,80
OS-EC1,40,90
OS-EC1,50,0
OS-EC1,50,10
OS-EC1,50,20
OS-EC1,50,30
OS-EC1,50,40
OS-EC1,50,50
OS-EC1,50,60
OS-EC1,50,70
OS-EC1,50,80
OS-EC1,50,90
OS-EC1,60,0
OS-EC1,60,10
OS-EC1,60,20
OS-EC1,60,30
OS-EC1,60,40
OS-EC1,60,50
OS-EC1,60,60
OS-EC1,60,70
OS-EC1,60,80
OS-EC1,60,90
OS-EC1,70,0
OS-EC1,70,10
OS-EC1,70,20
OS-EC1,70,30
OS-EC1,70,40
OS-EC1,70,50
OS-EC1,70,60
OS-EC1,70,70
OS-EC1,70,80
OS-EC1,70,90
OS-EC1,80,0
OS-EC1,80,10
OS-EC1,80,20
OS-EC1,80,30
OS-EC1,80,40
OS-EC1,80,50
OS-EC1,80,60
OS-EC1,80,70
OS-EC1,80,80
OS-EC1,80,90
OS-EC1,90,0
OS-EC1,90,10
OS-EC1,90,20
OS-EC1,90,30
OS-EC1,90,40
OS-EC1,90,50
OS-EC1,90,60
OS-EC1,90,70
OS-EC1,90,80
OS-EC1,90,90
OT-EC1,0,0
OT-EC1,0,10
OT-EC1,0,20
OT-EC1,0,30
OT-EC1,0,40
OT-EC1,0,50
OT-EC1,0,60
OT-EC1,0,70
OT-EC1,0,80
OT-EC1,0,90
OT-EC1,10,0
OT-EC1,10,10
OT-EC1,10,20
OT-EC1,10,30
OT-EC1,10,40
OT-EC1,10,50
OT-EC1,10,60
OT-EC1,10,70
OT-EC1,10,80
OT-EC1,10,90
OT-EC1,20,0
OT-EC1,20,10
OT-EC1,20,20
OT-EC1,20,30
OT-EC1,20,40
OT-EC1,20,50
OT-EC1,20,60
OT-EC1,20,70
OT-EC1,20,80
OT-EC1,20,90
OT-EC1,30,0
OT-EC1,30,10
OT-EC1,30,20
OT-EC1,30,30
OT-EC1,30,40
OT-EC1,30,50
OT-EC1,30,60
OT-EC1,30,70
OT-EC1,30,80
OT-EC1,30,90
OT-EC1,40,0
OT-EC1,40,10
OT-EC1,40,20
OT-EC1,40,30
OT-EC1,40,40
OT-EC1,40,50
OT-EC1,40,60
OT-EC1,40,70
OT-EC1,40,80
OT-EC1,40,90
OT-EC1,50,0
OT-EC1,50,10
OT-EC1,50,20
OT-EC1,50,30
OT-EC1,50,40
OT-EC1,50,50
OT-EC1,50,60
OT-EC1,50,70
OT-EC1,50,80
OT-EC1,50,90
OT-EC1,60,0
OT-EC1,60,10
OT-EC1,60,20
OT-EC1,60,30
OT-EC1,60,40
OT-EC1,60,50
OT-EC1,60,60
OT-EC1,60,70
OT-EC1,60,80
OT-EC1,60,90
OT-EC1,70,0
OT-EC1,70,10
OT-EC1,70,20
OT-EC1,70,30
OT-EC1,70,40
OT-EC1,70,50
OT-EC1,70,60
OT-EC1,70,70
OT-EC1,70,80
OT-EC1,70,90
OT-EC1,80,0
OT-EC1,80,10
OT-EC1,80,20
OT-EC1,80,30
OT-EC1,80,40
OT-EC1,80,50
OT-EC1,80,60
OT-EC1,80,70
OT-EC1,80,80
OT-EC1,80,90
OT-EC1,90,0
OT-EC1,90,10
OT-EC1,90,20
OT-EC1,90,30
OT-EC1,90,40
OT-EC1,90,50
OT-EC1,90,60
OT-EC1,90,70
OT-EC1,90,80
OT-EC1,90,90
OW-EB1,0,0
OW-EB1,0,10
OW-EB1,0,20
OW-EB1,0,30
OW-EB1,0,40
OW-EB1,0,50
OW-EB1,0,60
OW-EB1,0,70
OW-EB1,0,80
OW-EB1,0,90
OW-EB1,10,0
OW-EB1,10,10
OW-EB1,10,20
OW-EB1,10,30
OW-EB1,10,40
OW-EB1,10,50
OW-EB1,10,60
OW-EB1,10,70
OW-EB1,10,80
OW-EB1,10,90
OW-EB1,20,0
OW-EB1,20,10
OW-EB1,20,20
OW-EB1,20,30
OW-EB1,20,40
OW-EB1,20,50
OW-EB1,20,60
OW-EB1,20,70
OW-EB1,20,80
OW-EB1,20,90
OW-EB1,30,0
OW-EB1,30,10
OW-EB1,30,20
OW-EB1,30,30
OW-EB1,30,40
OW-EB1,30,50
OW-EB1,30,60
OW-EB1,30,70
OW-EB1,30,80
OW-EB1,30,90
OW-EB1,40,0
OW-EB1,40,10
OW-EB1,40,20
OW-EB1,40,30
OW-EB1,40,40
OW-EB1,40,50
OW-EB1,40,60
OW-EB1,40,70
OW-EB1,40,80
OW-EB1,40,90
OW-EB1,50,0
OW-EB1,50,10
OW-EB1,50,20
OW-EB1,50,30
OW-EB1,50,40
OW-EB1,50,50
OW-EB1,50,60
OW-EB1,50,70
OW-EB1,50,80
OW-EB1,50,90
OW-EB1,60,0
OW-EB1,60,10
OW-EB1,60,20
OW-EB1,60,30
OW-EB1,60,40
OW-EB1,60,50
OW-EB1,60,60
OW-EB1,60,70
OW-EB1,60,80
OW-EB1,60,90
OW-EB1,70,0
OW-EB1,70,10
OW-EB1,70,20
OW-EB1,70,30
OW-EB1,70,40
OW-EB1,70,50
OW-EB1,70,60
OW-EB1,70,70
OW-EB1,70,80
OW-EB1,70,90
OW-EB1,80,0
OW-EB1,80,10
OW-EB1,80,20
OW-EB1,80,30
OW-EB1,80,40
OW-EB1,80,50
OW-EB1,80,60
OW-EB1,80,70
OW-EB1,80,80
OW-EB1,80,90
OW-EB1,90,0
OW-EB1,90,10
OW-EB1,90,20
OW-EB1,90,30
OW-EB1,90,40
OW-EB1,90,50
OW-EB1,90,60
OW-EB1,90,70
OW-EB1,90,80
OW-EB1,90,90
OY-DB1,0,0
OY-DB1,0,10
OY-DB1,0,20
OY-DB1,0,30
OY-DB1,0,40
OY-DB1,0,50
OY-DB1,0,60
OY-DB1,0,70
OY-DB1,0,80
OY-DB1,0,90
OY-DB1,10,0
OY-DB1,10,10
OY-DB1,10,20
OY-DB1,10,30
OY-DB1,10,40
OY-DB1,10,50
OY-DB1,10,60
OY-DB1,10,70
OY-DB1,10,80
OY-DB1,10,90
OY-DB1,20,0
OY-DB1,20,10
OY-DB1,20,20
OY-DB1,20,30
OY-DB1,20,40
OY-DB1,20,50
OY-DB1,20,60
OY-DB1,20,70
OY-DB1,20,80
OY-DB1,20,90
OY-DB1,30,0
OY-DB1,30,10
OY-DB1,30,20
OY-DB1,30,30
OY-DB1,30,40
OY-DB1,30,50
OY-DB1,30,60
OY-DB1,30,70
OY-DB1,30,80
OY-DB1,30,90
OY-DB1,40,0
OY-DB1,40,10
OY-DB1,40,20
OY-DB1,40,30
OY-DB1,40,40
OY-DB1,40,50
OY-DB1,40,60
OY-DB1,40,70
OY-DB1,40,80
OY-DB1,40,90
OY-DB1,50,0
OY-DB1,50,10
OY-DB1,50,20
OY-DB1,50,30
OY-DB1,50,40
OY-DB1,50,50
OY-DB1,50,60
OY-DB1,50,70
OY-DB1,50,80
OY-DB1,50,90
OY-DB1,60,0
OY-DB1,60,10
OY-DB1,60,20
OY-DB1,60,30
OY-DB1,60,40
OY-DB1,60,50
OY-DB1,60,60
OY-DB1,60,70
OY-DB1,60,80
OY-DB1,60,90
OY-DB1,70,0
OY-DB1,70,10
OY-DB1,70,20
OY-DB1,70,30
OY-DB1,70,40
OY-DB1,70,50
OY-DB1,70,60
OY-DB1,70,70
OY-DB1,70,80
OY-DB1,70,90
OY-DB1,80,0
OY-DB1,80,10
OY-DB1,80,20
OY-DB1,80,30
OY-DB1,80,40
OY-DB1,80,50
OY-DB1,80,60
OY-DB1,80,70
OY-DB1,80,80
OY-DB1,80,90
OY-DB1,90,0
OY-DB1,90,10
OY-DB1,90,20
OY-DB1,90,30
OY-DB1,90,40
OY-DB1,90,50
OY-DB1,90,60
OY-DB1,90,70
OY-DB1,90,80
OY-DB1,90,90
OZ-DB1,0,0
OZ-DB1,0,10
OZ-DB1,0,20
OZ-DB1,0,30
OZ-DB1,0,40
OZ-DB1,0,50
OZ-DB1,0,60
OZ-DB1,0,70
OZ-DB1,0,80
OZ-DB1,0,90
OZ-DB1,0,100
OZ-DB1,0,110
OZ-DB1,0,120
OZ-DB1,10,0
OZ-DB1,10,10
OZ-DB1,10,20
OZ-DB1,10,30
OZ-DB1,10,40
OZ-DB1,10,50
OZ-DB1,10,60
OZ-DB1,10,70
OZ-DB1,10,80
OZ-DB1,10,90
OZ-DB1,10,100
OZ-DB1,10,110
OZ-DB1,10,120
OZ-DB1,20,0
OZ-DB1,20,10
OZ-DB1,20,20
OZ-DB1,20,30
OZ-DB1,20,40
OZ-DB1,20,50
OZ-DB1,20,60
OZ-DB1,20,70
OZ-DB1,20,80
OZ-DB1,20,90
OZ-DB1,20,100
OZ-DB1,20,110
OZ-DB1,20,120
OZ-DB1,30,0
OZ-DB1,30,0
OZ-DB1,30,10
OZ-DB1,30,20
OZ-DB1,30,30
OZ-DB1,30,40
OZ-DB1,30,50
OZ-DB1,30,60
OZ-DB1,30,70
OZ-DB1,30,80
OZ-DB1,30,90
OZ-DB1,30,100
OZ-DB1,30,110
OZ-DB1,30,120
OZ-DB1,40,10
OZ-DB1,40,20
OZ-DB1,40,30
OZ-DB1,40,40
OZ-DB1,40,50
OZ-DB1,40,60
OZ-DB1,40,70
OZ-DB1,40,80
OZ-DB1,40,90
OZ-DB1,40,100
OZ-DB1,40,110
OZ-DB1,40,120
OZ-DB1,50,0
OZ-DB1,50,10
OZ-DB1,50,20
OZ-DB1,50,30
OZ-DB1,50,40
OZ-DB1,50,50
OZ-DB1,50,60
OZ-DB1,50,70
OZ-DB1,50,80
OZ-DB1,50,90
OZ-DB1,50,100
OZ-DB1,50,110
OZ-DB1,50,120
OZ-DB1,60,0
OZ-DB1,60,10
OZ-DB1,60,20
OZ-DB1,60,30
OZ-DB1,60,40
OZ-DB1,60,50
OZ-DB1,60,60
OZ-DB1,60,70
OZ-DB1,60,80
OZ-DB1,60,90
OZ-DB1,60,100
OZ-DB1,60,110
OZ-DB1,60,120
OZ-DB1,70,0
OZ-DB1,70,10
OZ-DB1,70,20
OZ-DB1,70,30
OZ-DB1,70,40
OZ-DB1,70,50
OZ-DB1,70,60
OZ-DB1,70,70
OZ-DB1,70,80
OZ-DB1,70,90
OZ-DB1,70,100
OZ-DB1,70,110
OZ-DB1,70,120
SD-EB1,0,0
SD-EB1,0,10
SD-EB1,0,20
SD-EB1,0,30
SD-EB1,0,40
SD-EB1,0,50
SD-EB1,0,60
SD-EB1,0,70
SD-EB1,0,80
SD-EB1,0,90
SD-EB1,10,0
SD-EB1,10,10
SD-EB1,10,20
SD-EB1,10,30
SD-EB1,10,40
SD-EB1,10,50
SD-EB1,10,60
SD-EB1,10,70
SD-EB1,10,80
SD-EB1,10,90
SD-EB1,20,0
SD-EB1,20,10
SD-EB1,20,20
SD-EB1,20,30
SD-EB1,20,40
SD-EB1,20,50
SD-EB1,20,60
SD-EB1,20,70
SD-EB1,20,80
SD-EB1,20,90
SD-EB1,30,0
SD-EB1,30,10
SD-EB1,30,20
SD-EB1,30,30
SD-EB1,30,40
SD-EB1,30,50
SD-EB1,30,60
SD-EB1,30,70
SD-EB1,30,80
SD-EB1,30,90
SD-EB1,40,0
SD-EB1,40,10
SD-EB1,40,20
SD-EB1,40,30
SD-EB1,40,40
SD-EB1,40,50
SD-EB1,40,60
SD-EB1,40,70
SD-EB1,40,80
SD-EB1,40,90
SD-EB1,50,0
SD-EB1,50,10
SD-EB1,50,20
SD-EB1,50,30
SD-EB1,50,40
SD-EB1,50,50
SD-EB1,50,60
SD-EB1,50,70
SD-EB1,50,80
SD-EB1,50,90
SD-EB1,60,0
SD-EB1,60,10
SD-EB1,60,20
SD-EB1,60,30
SD-EB1,60,40
SD-EB1,60,50
SD-EB1,60,60
SD-EB1,60,70
SD-EB1,60,80
SD-EB1,60,90
SD-EB1,70,0
SD-EB1,70,10
SD-EB1,70,20
SD-EB1,70,30
SD-EB1,70,40
SD-EB1,70,50
SD-EB1,70,60
SD-EB1,70,70
SD-EB1,70,80
SD-EB1,70,90
SD-EB1,80,0
SD-EB1,80,10
SD-EB1,80,20
SD-EB1,80,30
SD-EB1,80,40
SD-EB1,80,50
SD-EB1,80,60
SD-EB1,80,70
SD-EB1,80,80
SD-EB1,80,90
SD-EB1,90,0
SD-EB1,90,10
SD-EB1,90,20
SD-EB1,90,30
SD-EB1,90,40
SD-EB1,90,50
SD-EB1,90,60
SD-EB1,90,70
SD-EB1,90,80
SD-EB1,90,90
SI-DB1,0,0
SI-DB1,0,10
SI-DB1,0,20
SI-DB1,0,30
SI-DB1,0,40
SI-DB1,0,50
SI-DB1,0,60
SI-DB1,0,70
SI-DB1,0,80
SI-DB1,0,90
SI-DB1,10,0
SI-DB1,10,10
SI-DB1,10,20
SI-DB1,10,30
SI-DB1,10,40
SI-DB1,10,50
SI-DB1,10,60
SI-DB1,10,70
SI-DB1,10,80
SI-DB1,10,90
SI-DB1,20,0
SI-DB1,20,10
SI-DB1,20,20
SI-DB1,20,30
SI-DB1,20,40
SI-DB1,20,50
SI-DB1,20,60
SI-DB1,20,70
SI-DB1,20,80
SI-DB1,20,90
SI-DB1,30,0
SI-DB1,30,10
SI-DB1,30,20
SI-DB1,30,30
SI-DB1,30,40
SI-DB1,30,50
SI-DB1,30,60
SI-DB1,30,70
SI-DB1,30,80
SI-DB1,30,90
SI-DB1,40,0
SI-DB1,40,10
SI-DB1,40,20
SI-DB1,40,30
SI-DB1,40,40
SI-DB1,40,50
SI-DB1,40,60
SI-DB1,40,70
SI-DB1,40,80
SI-DB1,40,90
SI-DB1,50,0
SI-DB1,50,10
SI-DB1,50,20
SI-DB1,50,30
SI-DB1,50,40
SI-DB1,50,50
SI-DB1,50,60
SI-DB1,50,70
SI-DB1,50,80
SI-DB1,50,90
SI-DB1,60,0
SI-DB1,60,10
SI-DB1,60,20
SI-DB1,60,30
SI-DB1,60,40
SI-DB1,60,50
SI-DB1,60,60
SI-DB1,60,70
SI-DB1,60,80
SI-DB1,60,90
SI-DB1,70,0
SI-DB1,70,10
SI-DB1,70,20
SI-DB1,70,30
SI-DB1,70,40
SI-DB1,70,50
SI-DB1,70,60
SI-DB1,70,70
SI-DB1,70,80
SI-DB1,70,90
SI-DB1,80,0
SI-DB1,80,10
SI-DB1,80,20
SI-DB1,80,30
SI-DB1,80,40
SI-DB1,80,50
SI-DB1,80,60
SI-DB1,80,70
SI-DB1,80,80
SI-DB1,80,90
SI-DB1,90,0
SI-DB1,90,10
SI-DB1,90,20
SI-DB1,90,30
SI-DB1,90,40
SI-DB1,90,50
SI-DB1,90,60
SI-DB1,90,70
SI-DB1,90,80
SI-DB1,90,90
SN-EC1,0,0
SN-EC1,0,10
SN-EC1,0,20
SN-EC1,0,30
SN-EC1,0,40
SN-EC1,0,50
SN-EC1,0,60
SN-EC1,0,70
SN-EC1,0,80
SN-EC1,0,90
SN-EC1,10,0
SN-EC1,10,10
SN-EC1,10,20
SN-EC1,10,30
SN-EC1,10,40
SN-EC1,10,50
SN-EC1,10,60
SN-EC1,10,70
SN-EC1,10,80
SN-EC1,10,90
SN-EC1,20,0
SN-EC1,20,10
SN-EC1,20,20
SN-EC1,20,30
SN-EC1,20,40
SN-EC1,20,50
SN-EC1,20,60
SN-EC1,20,70
SN-EC1,20,80
SN-EC1,20,90
SN-EC1,30,0
SN-EC1,30,10
SN-EC1,30,20
SN-EC1,30,30
SN-EC1,30,40
SN-EC1,30,50
SN-EC1,30,60
SN-EC1,30,70
SN-EC1,30,80
SN-EC1,30,90
SN-EC1,40,0
SN-EC1,40,10
SN-EC1,40,20
SN-EC1,40,30
SN-EC1,40,40
SN-EC1,40,50
SN-EC1,40,60
SN-EC1,40,70
SN-EC1,40,80
SN-EC1,40,90
SN-EC1,50,0
SN-EC1,50,10
SN-EC1,50,20
SN-EC1,50,30
SN-EC1,50,40
SN-EC1,50,50
SN-EC1,50,60
SN-EC1,50,70
SN-EC1,50,80
SN-EC1,50,90
SN-EC1,60,0
SN-EC1,60,10
SN-EC1,60,20
SN-EC1,60,30
SN-EC1,60,40
SN-EC1,60,50
SN-EC1,60,60
SN-EC1,60,70
SN-EC1,60,80
SN-EC1,60,90
SN-EC1,70,0
SN-EC1,70,10
SN-EC1,70,20
SN-EC1,70,30
SN-EC1,70,40
SN-EC1,70,50
SN-EC1,70,60
SN-EC1,70,70
SN-EC1,70,80
SN-EC1,70,90
SN-EC1,80,0
SN-EC1,80,10
SN-EC1,80,20
SN-EC1,80,30
SN-EC1,80,40
SN-EC1,80,50
SN-EC1,80,60
SN-EC1,80,70
SN-EC1,80,80
SN-EC1,80,90
SN-EC1,90,0
SN-EC1,90,10
SN-EC1,90,20
SN-EC1,90,30
SN-EC1,90,40
SN-EC1,90,50
SN-EC1,90,60
SN-EC1,90,70
SN-EC1,90,80
SN-EC1,90,90
TA-EC1,0,0
TA-EC1,0,10
TA-EC1,0,20
TA-EC1,0,30
TA-EC1,0,40
TA-EC1,0,50
TA-EC1,0,60
TA-EC1,0,70
TA-EC1,0,80
TA-EC1,0,90
TA-EC1,10,0
TA-EC1,10,10
TA-EC1,10,20
TA-EC1,10,30
TA-EC1,10,40
TA-EC1,10,50
TA-EC1,10,60
TA-EC1,10,70
TA-EC1,10,80
TA-EC1,10,90
TA-EC1,20,0
TA-EC1,20,10
TA-EC1,20,20
TA-EC1,20,30
TA-EC1,20,40
TA-EC1,20,50
TA-EC1,20,60
TA-EC1,20,70
TA-EC1,20,80
TA-EC1,20,90
TA-EC1,30,0
TA-EC1,30,10
TA-EC1,30,20
TA-EC1,30,30
TA-EC1,30,40
TA-EC1,30,50
TA-EC1,30,60
TA-EC1,30,70
TA-EC1,30,80
TA-EC1,30,90
TA-EC1,40,0
TA-EC1,40,10
TA-EC1,40,20
TA-EC1,40,30
TA-EC1,40,40
TA-EC1,40,50
TA-EC1,40,60
TA-EC1,40,70
TA-EC1,40,80
TA-EC1,40,90
TA-EC1,50,0
TA-EC1,50,10
TA-EC1,50,20
TA-EC1,50,30
TA-EC1,50,40
TA-EC1,50,50
TA-EC1,50,60
TA-EC1,50,70
TA-EC1,50,80
TA-EC1,50,90
TA-EC1,60,0
TA-EC1,60,10
TA-EC1,60,20
TA-EC1,60,30
TA-EC1,60,40
TA-EC1,60,50
TA-EC1,60,60
TA-EC1,60,70
TA-EC1,60,80
TA-EC1,60,90
TA-EC1,70,0
TA-EC1,70,10
TA-EC1,70,20
TA-EC1,70,30
TA-EC1,70,40
TA-EC1,70,50
TA-EC1,70,60
TA-EC1,70,70
TA-EC1,70,80
TA-EC1,70,90
TA-EC1,80,0
TA-EC1,80,10
TA-EC1,80,20
TA-EC1,80,30
TA-EC1,80,40
TA-EC1,80,50
TA-EC1,80,60
TA-EC1,80,70
TA-EC1,80,80
TA-EC1,80,90
TA-EC1,90,0
TA-EC1,90,10
TA-EC1,90,20
TA-EC1,90,30
TA-EC1,90,40
TA-EC1,90,50
TA-EC1,90,60
TA-EC1,90,70
TA-EC1,90,80
TA-EC1,90,90
TB-DB1,0,0
TB-DB1,0,10
TB-DB1,0,20
TB-DB1,0,30
TB-DB1,0,40
TB-DB1,0,50
TB-DB1,0,60
TB-DB1,0,70
TB-DB1,0,80
TB-DB1,0,90
TB-DB1,10,0
TB-DB1,10,10
TB-DB1,10,20
TB-DB1,10,30
TB-DB1,10,40
TB-DB1,10,50
TB-DB1,10,60
TB-DB1,10,70
TB-DB1,10,80
TB-DB1,10,90
TB-DB1,20,0
TB-DB1,20,10
TB-DB1,20,20
TB-DB1,20,30
TB-DB1,20,40
TB-DB1,20,50
TB-DB1,20,60
TB-DB1,20,70
TB-DB1,20,80
TB-DB1,20,90
TB-DB1,30,0
TB-DB1,30,10
TB-DB1,30,20
TB-DB1,30,30
TB-DB1,30,40
TB-DB1,30,50
TB-DB1,30,60
TB-DB1,30,70
TB-DB1,30,80
TB-DB1,30,90
TB-DB1,40,0
TB-DB1,40,10
TB-DB1,40,20
TB-DB1,40,30
TB-DB1,40,40
TB-DB1,40,50
TB-DB1,40,60
TB-DB1,40,70
TB-DB1,40,80
TB-DB1,40,90
TB-DB1,50,0
TB-DB1,50,10
TB-DB1,50,20
TB-DB1,50,30
TB-DB1,50,40
TB-DB1,50,50
TB-DB1,50,60
TB-DB1,50,70
TB-DB1,50,80
TB-DB1,50,90
TB-DB1,60,0
TB-DB1,60,10
TB-DB1,60,20
TB-DB1,60,30
TB-DB1,60,40
TB-DB1,60,50
TB-DB1,60,60
TB-DB1,60,70
TB-DB1,60,80
TB-DB1,60,90
TB-DB1,70,0
TB-DB1,70,10
TB-DB1,70,20
TB-DB1,70,30
TB-DB1,70,40
TB-DB1,70,50
TB-DB1,70,60
TB-DB1,70,70
TB-DB1,70,80
TB-DB1,70,90
TB-DB1,80,0
TB-DB1,80,10
TB-DB1,80,20
TB-DB1,80,30
TB-DB1,80,40
TB-DB1,80,50
TB-DB1,80,60
TB-DB1,80,70
TB-DB1,80,80
TB-DB1,80,90
TB-DB1,90,0
TB-DB1,90,10
TB-DB1,90,20
TB-DB1,90,30
TB-DB1,90,40
TB-DB1,90,50
TB-DB1,90,60
TB-DB1,90,70
TB-DB1,90,80
TB-DB1,90,90
TK-DB1,0,0
TK-DB1,0,10
TK-DB1,0,20
TK-DB1,0,30
TK-DB1,0,40
TK-DB1,0,50
TK-DB1,0,60
TK-DB1,0,70
TK-DB1,0,80
TK-DB1,0,90
TK-DB1,10,0
TK-DB1,10,10
TK-DB1,10,20
TK-DB1,10,30
TK-DB1,10,40
TK-DB1,10,50
TK-DB1,10,60
TK-DB1,10,70
TK-DB1,10,80
TK-DB1,10,90
TK-DB1,20,0
TK-DB1,20,10
TK-DB1,20,20
TK-DB1,20,30
TK-DB1,20,40
TK-DB1,20,50
TK-DB1,20,60
TK-DB1,20,70
TK-DB1,20,80
