#,このファイルは毎木データのエラーチェックに使う各調査区のmesh_xcord/mesh_ycordの組み合わせのリストです。,
plotid,mesh_xcord,mesh_ycord
HY-EC1,20,90
HY-EC1,20,100
HY-EC1,20,110
HY-EC1,20,120
HY-EC1,30,0
HY-EC1,30,10
HY-EC1,30,20
HY-EC1,30,30
HY-EC1,30,40
HY-EC1,30,50
HY-EC1,30,60
HY-EC1,30,70
HY-EC1,30,80
HY-EC1,30,90
HY-EC1,30,100
HY-EC1,30,110
HY-EC1,30,120
HY-EC1,40,0
HY-EC1,40,10
HY-EC1,40,20
HY-EC1,40,30
HY-EC1,40,40
HY-EC1,40,50
HY-EC1,40,60
HY-EC1,40,70
HY-EC1,40,80
HY-EC1,40,90
HY-EC1,40,100
HY-EC1,40,110
HY-EC1,40,120
HY-EC1,50,0
HY-EC1,50,10
HY-EC1,50,20
HY-EC1,50,30
HY-EC1,50,40
HY-EC1,50,50
HY-EC1,50,60
HY-EC1,50,70
HY-EC1,50,80
HY-EC1,50,90
HY-EC1,50,100
HY-EC1,50,110
HY-EC1,50,120
HY-EC1,60,0
HY-EC1,60,10
HY-EC1,60,20
HY-EC1,60,30
HY-EC1,60,40
HY-EC1,60,50
HY-EC1,60,60
HY-EC1,60,70
HY-EC1,60,80
HY-EC1,60,90
HY-EC1,60,100
HY-EC1,60,110
HY-EC1,60,120
HY-EC1,70,0
HY-EC1,70,10
HY-EC1,70,20
HY-EC1,70,30
HY-EC1,70,40
HY-EC1,70,50
HY-EC1,70,60
HY-EC1,70,70
HY-EC1,70,80
HY-EC1,70,90
HY-EC1,70,100
HY-EC1,70,110
HY-EC1,70,120
IC-BC1,0,0
IC-BC1,0,10
IC-BC1,0,20
IC-BC1,0,30
IC-BC1,0,40
IC-BC1,0,50
IC-BC1,0,60
IC-BC1,0,70
IC-BC1,0,80
IC-BC1,0,90
IC-BC1,10,0
IC-BC1,10,10
IC-BC1,10,20
IC-BC1,10,30
IC-BC1,10,40
IC-BC1,10,50
IC-BC1,10,60
IC-BC1,10,70
IC-BC1,10,80
IC-BC1,10,90
IC-BC1,20,0
IC-BC1,20,10
IC-BC1,20,20
IC-BC1,20,30
IC-BC1,20,40
IC-BC1,20,50
IC-BC1,20,60
IC-BC1,20,70
IC-BC1,20,80
IC-BC1,20,90
IC-BC1,30,0
IC-BC1,30,10
IC-BC1,30,20
IC-BC1,30,30
IC-BC1,30,40
IC-BC1,30,50
IC-BC1,30,60
IC-BC1,30,70
IC-BC1,30,80
IC-BC1,30,90
IC-BC1,40,0
IC-BC1,40,10
IC-BC1,40,20
IC-BC1,40,30
IC-BC1,40,40
IC-BC1,40,50
IC-BC1,40,60
IC-BC1,40,70
IC-BC1,40,80
IC-BC1,40,90
IC-BC1,50,0
IC-BC1,50,10
IC-BC1,50,20
IC-BC1,50,30
IC-BC1,50,40
IC-BC1,50,50
IC-BC1,50,60
IC-BC1,50,70
IC-BC1,50,80
IC-BC1,50,90
IC-BC1,60,0
IC-BC1,60,10
IC-BC1,60,20
IC-BC1,60,30
IC-BC1,60,40
IC-BC1,60,50
IC-BC1,60,60
IC-BC1,60,70
IC-BC1,60,80
IC-BC1,60,90
IC-BC1,70,0
IC-BC1,70,10
IC-BC1,70,20
IC-BC1,70,30
IC-BC1,70,40
IC-BC1,70,50
IC-BC1,70,60
IC-BC1,70,70
IC-BC1,70,80
IC-BC1,70,90
IC-BC1,80,0
IC-BC1,80,10
IC-BC1,80,20
IC-BC1,80,30
IC-BC1,80,40
IC-BC1,80,50
IC-BC1,80,60
IC-BC1,80,70
IC-BC1,80,80
IC-BC1,80,90
IC-BC1,90,0
IC-BC1,90,10
IC-BC1,90,20
IC-BC1,90,30
IC-BC1,90,50
IC-BC1,90,90
KA-EB1,0,0
KA-EB1,0,10
KA-EB1,0,20
KA-EB1,0,30
KA-EB1,0,40
KA-EB1,0,50
KA-EB1,0,60
KA-EB1,0,70
KA-EB1,0,80
KA-EB1,0,90
KA-EB1,10,0
KA-EB1,10,10
KA-EB1,10,20
KA-EB1,10,30
KA-EB1,10,40
KA-EB1,10,50
KA-EB1,10,60
KA-EB1,10,70
KA-EB1,10,80
KA-EB1,10,90
KA-EB1,20,0
KA-EB1,20,10
KA-EB1,20,20
KA-EB1,20,30
KA-EB1,20,40
KA-EB1,20,50
KA-EB1,20,60
KA-EB1,20,70
KA-EB1,20,80
KA-EB1,20,90
KA-EB1,30,0
KA-EB1,30,10
KA-EB1,30,20
KA-EB1,30,30
KA-EB1,30,40
KA-EB1,30,50
KA-EB1,30,60
KA-EB1,30,70
KA-EB1,30,80
KA-EB1,30,90
KA-EB1,40,0
KA-EB1,40,10
KA-EB1,40,20
KA-EB1,40,30
KA-EB1,40,40
KA-EB1,40,50
KA-EB1,40,60
KA-EB1,40,70
KA-EB1,40,80
KA-EB1,40,90
KA-EB1,50,0
KA-EB1,50,10
KA-EB1,50,20
KA-EB1,50,30
KA-EB1,50,40
KA-EB1,50,50
KA-EB1,50,60
KA-EB1,50,70
KA-EB1,50,80
KA-EB1,50,90
KA-EB1,60,0
KA-EB1,60,10
KA-EB1,60,20
KA-EB1,60,30
KA-EB1,60,40
KA-EB1,60,50
KA-EB1,60,60
KA-EB1,60,70
KA-EB1,60,80
KA-EB1,60,90
KA-EB1,70,0
KA-EB1,70,10
KA-EB1,70,20
KA-EB1,70,30
KA-EB1,70,40
KA-EB1,70,50
KA-EB1,70,60
KA-EB1,70,70
KA-EB1,70,80
KA-EB1,70,90
KA-EB1,80,0
KA-EB1,80,10
KA-EB1,80,20
KA-EB1,80,30
KA-EB1,80,40
KA-EB1,80,50
KA-EB1,80,60
KA-EB1,80,70
KA-EB1,80,80
KA-EB1,80,90
KA-EB1,90,0
KA-EB1,90,10
KA-EB1,90,20
KA-EB1,90,30
KA-EB1,90,40
KA-EB1,90,50
KA-EB1,90,60
KA-EB1,90,70
KA-EB1,90,80
KA-EB1,90,90
KG-EC1,0,0
KG-EC1,0,10
KG-EC1,0,20
KG-EC1,0,30
KG-EC1,0,40
KG-EC1,0,50
KG-EC1,0,60
KG-EC1,0,70
KG-EC1,10,0
KG-EC1,10,10
KG-EC1,10,20
KG-EC1,10,30
KG-EC1,10,40
KG-EC1,10,50
KG-EC1,10,60
KG-EC1,10,70
KG-EC1,20,0
KG-EC1,20,10
KG-EC1,20,20
KG-EC1,20,30
KG-EC1,20,40
KG-EC1,20,50
KG-EC1,20,60
KG-EC1,20,70
KG-EC1,30,0
KG-EC1,30,10
KG-EC1,30,20
KG-EC1,30,30
KG-EC1,30,40
KG-EC1,30,50
KG-EC1,30,60
KG-EC1,30,70
KG-EC1,40,0
KG-EC1,40,10
KG-EC1,40,20
KG-EC1,40,30
KG-EC1,40,40
KG-EC1,40,50
KG-EC1,40,60
KG-EC1,40,70
KG-EC1,50,0
KG-EC1,50,10
KG-EC1,50,20
KG-EC1,50,30
KG-EC1,50,40
KG-EC1,50,50
KG-EC1,50,60
KG-EC1,50,70
KG-EC1,60,0
KG-EC1,60,10
KG-EC1,60,20
KG-EC1,60,30
KG-EC1,60,40
KG-EC1,60,50
KG-EC1,60,60
KG-EC1,60,70
KG-EC1,70,0
KG-EC1,70,10
KG-EC1,70,20
KG-EC1,70,30
KG-EC1,70,40
KG-EC1,70,50
KG-EC1,70,60
KG-EC1,70,70
KI-EC1,0,0
KI-EC1,0,10
KI-EC1,0,20
KI-EC1,0,30
KI-EC1,0,40
KI-EC1,0,50
KI-EC1,0,60
KI-EC1,0,70
KI-EC1,0,80
KI-EC1,0,90
KI-EC1,10,0
KI-EC1,10,10
KI-EC1,10,20
KI-EC1,10,30
KI-EC1,10,40
KI-EC1,10,50
KI-EC1,10,60
KI-EC1,10,70
KI-EC1,10,80
KI-EC1,10,90
KI-EC1,20,0
KI-EC1,20,10
KI-EC1,20,20
KI-EC1,20,30
KI-EC1,20,40
KI-EC1,20,50
KI-EC1,20,60
KI-EC1,20,70
KI-EC1,20,80
KI-EC1,20,90
KI-EC1,30,0
KI-EC1,30,10
KI-EC1,30,20
KI-EC1,30,30
KI-EC1,30,40
KI-EC1,30,50
KI-EC1,30,60
KI-EC1,30,70
KI-EC1,30,80
KI-EC1,30,90
KI-EC1,40,0
KI-EC1,40,10
KI-EC1,40,20
KI-EC1,40,30
KI-EC1,40,40
KI-EC1,40,50
KI-EC1,40,60
KI-EC1,40,70
KI-EC1,40,80
KI-EC1,40,90
KI-EC1,50,0
KI-EC1,50,10
KI-EC1,50,20
KI-EC1,50,30
KI-EC1,50,40
KI-EC1,50,50
KI-EC1,50,60
KI-EC1,50,70
KI-EC1,50,80
KI-EC1,50,90
KI-EC1,60,0
KI-EC1,60,10
KI-EC1,60,20
KI-EC1,60,30
KI-EC1,60,40
KI-EC1,60,50
KI-EC1,60,60
KI-EC1,60,70
KI-EC1,60,80
KI-EC1,60,90
KI-EC1,70,0
KI-EC1,70,10
KI-EC1,70,20
KI-EC1,70,30
KI-EC1,70,40
KI-EC1,70,50
KI-EC1,70,60
KI-EC1,70,70
KI-EC1,70,80
KI-EC1,70,90
KI-EC1,80,0
KI-EC1,80,10
KI-EC1,80,20
KI-EC1,80,30
KI-EC1,80,40
KI-EC1,80,50
KI-EC1,80,60
KI-EC1,80,70
KI-EC1,80,80
KI-EC1,80,90
KI-EC1,90,0
KI-EC1,90,10
KI-EC1,90,20
KI-EC1,90,30
KI-EC1,90,40
KI-EC1,90,50
KI-EC1,90,60
KI-EC1,90,70
KI-EC1,90,80
KI-EC1,90,90
KJ-EB1,0,0
KJ-EB1,0,10
KJ-EB1,0,20
KJ-EB1,0,30
KJ-EB1,0,40
KJ-EB1,0,50
KJ-EB1,0,60
KJ-EB1,0,70
KJ-EB1,0,80
KJ-EB1,0,90
KJ-EB1,10,0
KJ-EB1,10,10
KJ-EB1,10,20
KJ-EB1,10,30
KJ-EB1,10,40
KJ-EB1,10,50
KJ-EB1,10,60
KJ-EB1,10,70
KJ-EB1,10,80
KJ-EB1,10,90
KJ-EB1,20,0
KJ-EB1,20,10
KJ-EB1,20,20
KJ-EB1,20,30
KJ-EB1,20,40
KJ-EB1,20,50
KJ-EB1,20,60
KJ-EB1,20,70
KJ-EB1,20,80
KJ-EB1,20,90
KJ-EB1,30,0
KJ-EB1,30,10
KJ-EB1,30,20
KJ-EB1,30,30
KJ-EB1,30,40
KJ-EB1,30,50
KJ-EB1,30,60
KJ-EB1,30,70
KJ-EB1,30,80
KJ-EB1,30,90
KJ-EB1,40,0
KJ-EB1,40,10
KJ-EB1,40,20
KJ-EB1,40,30
KJ-EB1,40,40
KJ-EB1,40,50
KJ-EB1,40,60
KJ-EB1,40,70
KJ-EB1,40,80
KJ-EB1,40,90
KJ-EB1,50,0
KJ-EB1,50,10
KJ-EB1,50,20
KJ-EB1,50,30
KJ-EB1,50,40
KJ-EB1,50,50
KJ-EB1,50,60
KJ-EB1,50,70
KJ-EB1,50,80
KJ-EB1,50,90
KJ-EB1,60,0
KJ-EB1,60,10
KJ-EB1,60,20
KJ-EB1,60,30
KJ-EB1,60,40
KJ-EB1,60,50
KJ-EB1,60,60
KJ-EB1,60,70
KJ-EB1,60,80
KJ-EB1,60,90
KJ-EB1,70,0
KJ-EB1,70,10
KJ-EB1,70,20
KJ-EB1,70,30
KJ-EB1,70,40
KJ-EB1,70,50
KJ-EB1,70,60
KJ-EB1,70,70
KJ-EB1,70,80
KJ-EB1,70,90
KJ-EB1,80,0
KJ-EB1,80,10
KJ-EB1,80,20
KJ-EB1,80,30
KJ-EB1,80,40
KJ-EB1,80,50
KJ-EB1,80,60
KJ-EB1,80,70
KJ-EB1,80,80
KJ-EB1,80,90
KJ-EB1,90,0
KJ-EB1,90,10
KJ-EB1,90,20
KJ-EB1,90,30
KJ-EB1,90,40
KJ-EB1,90,50
KJ-EB1,90,60
KJ-EB1,90,80
KJ-EB1,90,90
KK-DB1,0,0
KK-DB1,0,10
KK-DB1,0,20
KK-DB1,0,30
KK-DB1,0,40
KK-DB1,0,50
KK-DB1,0,60
KK-DB1,0,70
KK-DB1,0,80
KK-DB1,0,90
KK-DB1,10,0
KK-DB1,10,10
KK-DB1,10,20
KK-DB1,10,30
KK-DB1,10,50
KK-DB1,10,60
KK-DB1,10,70
KK-DB1,10,80
KK-DB1,10,90
KK-DB1,20,0
KK-DB1,20,10
KK-DB1,20,20
KK-DB1,20,30
KK-DB1,20,40
KK-DB1,20,50
KK-DB1,20,60
KK-DB1,20,70
KK-DB1,20,80
KK-DB1,20,90
KK-DB1,30,0
KK-DB1,30,10
KK-DB1,30,20
KK-DB1,30,30
KK-DB1,30,40
KK-DB1,30,50
KK-DB1,30,60
KK-DB1,30,70
KK-DB1,30,80
KK-DB1,30,90
KK-DB1,40,0
KK-DB1,40,10
KK-DB1,40,20
KK-DB1,40,30
KK-DB1,40,40
KK-DB1,40,50
KK-DB1,40,60
KK-DB1,40,70
KK-DB1,40,80
KK-DB1,40,90
KK-DB1,50,0
KK-DB1,50,10
KK-DB1,50,20
KK-DB1,50,30
KK-DB1,50,40
KK-DB1,50,50
KK-DB1,50,60
KK-DB1,50,70
KK-DB1,50,80
KK-DB1,50,90
KK-DB1,60,0
KK-DB1,60,10
KK-DB1,60,20
KK-DB1,60,30
KK-DB1,60,40
KK-DB1,60,50
KK-DB1,60,60
KK-DB1,60,70
KK-DB1,60,80
KK-DB1,60,90
KK-DB1,70,0
KK-DB1,70,10
KK-DB1,70,20
KK-DB1,70,30
KK-DB1,70,40
KK-DB1,70,50
KK-DB1,70,70
KK-DB1,70,80
KK-DB1,70,90
KK-DB1,80,0
KK-DB1,80,10
KK-DB1,80,20
KK-DB1,80,30
KK-DB1,80,40
KK-DB1,80,50
KK-DB1,80,60
KK-DB1,80,70
KK-DB1,80,80
KK-DB1,80,90
KK-DB1,90,0
KK-DB1,90,10
KK-DB1,90,20
KK-DB1,90,30
KK-DB1,90,40
KK-DB1,90,50
KK-DB1,90,60
KK-DB1,90,70
KK-DB1,90,80
KK-DB1,90,90
KM-DB1,0,0
KM-DB1,0,10
KM-DB1,0,20
KM-DB1,0,30
KM-DB1,0,40
KM-DB1,0,50
KM-DB1,0,60
KM-DB1,0,70
KM-DB1,0,80
KM-DB1,0,90
KM-DB1,10,0
KM-DB1,10,10
KM-DB1,10,20
KM-DB1,10,30
KM-DB1,10,40
KM-DB1,10,50
KM-DB1,10,60
KM-DB1,10,70
KM-DB1,10,80
KM-DB1,10,90
KM-DB1,20,0
KM-DB1,20,10
KM-DB1,20,20
KM-DB1,20,30
KM-DB1,20,40
KM-DB1,20,50
KM-DB1,20,60
KM-DB1,20,70
KM-DB1,20,80
KM-DB1,20,90
KM-DB1,30,0
KM-DB1,30,10
KM-DB1,30,20
KM-DB1,30,30
KM-DB1,30,40
KM-DB1,30,50
KM-DB1,30,60
KM-DB1,30,70
KM-DB1,30,80
KM-DB1,30,90
KM-DB1,40,0
KM-DB1,40,10
KM-DB1,40,20
KM-DB1,40,30
KM-DB1,40,40
KM-DB1,40,50
KM-DB1,40,60
KM-DB1,40,70
KM-DB1,40,80
KM-DB1,40,90
KM-DB1,50,0
KM-DB1,50,10
KM-DB1,50,20
KM-DB1,50,30
KM-DB1,50,40
KM-DB1,50,50
KM-DB1,50,60
KM-DB1,50,70
KM-DB1,50,80
KM-DB1,50,90
KM-DB1,60,0
KM-DB1,60,10
KM-DB1,60,20
KM-DB1,60,30
KM-DB1,60,40
KM-DB1,60,50
KM-DB1,60,60
KM-DB1,60,70
KM-DB1,60,80
KM-DB1,60,90
KM-DB1,70,0
KM-DB1,70,10
KM-DB1,70,20
KM-DB1,70,30
KM-DB1,70,40
KM-DB1,70,50
KM-DB1,70,60
KM-DB1,70,70
KM-DB1,70,80
KM-DB1,70,90
KM-DB1,80,0
KM-DB1,80,10
KM-DB1,80,20
KM-DB1,80,30
KM-DB1,80,40
KM-DB1,80,50
KM-DB1,80,60
KM-DB1,80,70
KM-DB1,80,80
KM-DB1,80,90
KM-DB1,90,0
KM-DB1,90,10
KM-DB1,90,20
KM-DB1,90,30
KM-DB1,90,40
KM-DB1,90,50
KM-DB1,90,60
KM-DB1,90,70
KM-DB1,90,80
KM-DB1,90,90
KN-EB1,0,0
KN-EB1,0,10
KN-EB1,0,20
KN-EB1,0,30
KN-EB1,0,40
KN-EB1,0,50
KN-EB1,0,60
KN-EB1,0,70
KN-EB1,0,80
KN-EB1,0,90
KN-EB1,10,0
KN-EB1,10,10
KN-EB1,10,20
KN-EB1,10,30
KN-EB1,10,40
KN-EB1,10,50
KN-EB1,10,60
KN-EB1,10,70
KN-EB1,10,80
KN-EB1,10,90
KN-EB1,20,0
KN-EB1,20,10
KN-EB1,20,20
KN-EB1,20,30
KN-EB1,20,40
KN-EB1,20,50
KN-EB1,20,60
KN-EB1,20,70
KN-EB1,20,80
KN-EB1,20,90
KN-EB1,30,0
KN-EB1,30,10
KN-EB1,30,20
KN-EB1,30,30
KN-EB1,30,40
KN-EB1,30,50
KN-EB1,30,60
KN-EB1,30,70
KN-EB1,30,80
KN-EB1,30,90
KN-EB1,40,0
KN-EB1,40,10
KN-EB1,40,20
KN-EB1,40,30
KN-EB1,40,40
KN-EB1,40,50
KN-EB1,40,60
KN-EB1,40,70
KN-EB1,40,80
KN-EB1,40,90
KN-EB1,50,0
KN-EB1,50,10
KN-EB1,50,20
KN-EB1,50,30
KN-EB1,50,40
KN-EB1,50,50
KN-EB1,50,60
KN-EB1,50,70
KN-EB1,50,80
KN-EB1,50,90
KN-EB1,60,0
KN-EB1,60,10
KN-EB1,60,20
KN-EB1,60,30
KN-EB1,60,40
KN-EB1,60,50
KN-EB1,60,60
KN-EB1,60,70
KN-EB1,60,80
KN-EB1,60,90
KN-EB1,70,0
KN-EB1,70,10
KN-EB1,70,20
KN-EB1,70,30
KN-EB1,70,40
KN-EB1,70,50
KN-EB1,70,60
KN-EB1,70,70
KN-EB1,70,80
KN-EB1,70,90
KN-EB1,80,0
KN-EB1,80,10
KN-EB1,80,20
KN-EB1,80,30
KN-EB1,80,40
KN-EB1,80,50
KN-EB1,80,60
KN-EB1,80,70
KN-EB1,80,80
KN-EB1,80,90
KN-EB1,90,0
KN-EB1,90,10
KN-EB1,90,20
KN-EB1,90,30
KN-EB1,90,40
KN-EB1,90,50
KN-EB1,90,60
KN-EB1,90,70
KN-EB1,90,80
KN-EB1,90,90
KS-DB1,0,0
KS-DB1,0,10
KS-DB1,0,20
KS-DB1,0,30
KS-DB1,0,40
KS-DB1,0,50
KS-DB1,0,60
KS-DB1,0,70
KS-DB1,0,80
KS-DB1,0,90
KS-DB1,10,0
KS-DB1,10,10
KS-DB1,10,20
KS-DB1,10,30
KS-DB1,10,40
KS-DB1,10,50
KS-DB1,10,60
KS-DB1,10,70
KS-DB1,10,80
KS-DB1,10,90
KS-DB1,20,0
KS-DB1,20,10
KS-DB1,20,20
KS-DB1,20,30
KS-DB1,20,40
KS-DB1,20,50
KS-DB1,20,60
KS-DB1,20,70
KS-DB1,20,80
KS-DB1,20,90
KS-DB1,30,0
KS-DB1,30,10
KS-DB1,30,20
KS-DB1,30,30
KS-DB1,30,40
KS-DB1,30,50
KS-DB1,30,60
KS-DB1,30,70
KS-DB1,30,80
KS-DB1,30,90
KS-DB1,40,0
KS-DB1,40,10
KS-DB1,40,20
KS-DB1,40,30
KS-DB1,40,40
KS-DB1,40,50
KS-DB1,40,60
KS-DB1,40,70
KS-DB1,40,80
KS-DB1,40,90
KS-DB1,50,0
KS-DB1,50,10
KS-DB1,50,20
KS-DB1,50,30
KS-DB1,50,40
KS-DB1,50,50
KS-DB1,50,60
KS-DB1,50,70
KS-DB1,50,80
KS-DB1,50,90
KS-DB1,60,0
KS-DB1,60,10
KS-DB1,60,20
KS-DB1,60,30
KS-DB1,60,40
KS-DB1,60,50
KS-DB1,60,60
KS-DB1,60,70
KS-DB1,60,80
KS-DB1,60,90
KS-DB1,70,0
KS-DB1,70,10
KS-DB1,70,20
KS-DB1,70,30
KS-DB1,70,40
KS-DB1,70,50
KS-DB1,70,60
KS-DB1,70,70
KS-DB1,70,80
KS-DB1,70,90
KS-DB1,80,0
KS-DB1,80,10
KS-DB1,80,20
KS-DB1,80,30
KS-DB1,80,40
KS-DB1,80,50
KS-DB1,80,60
KS-DB1,80,70
KS-DB1,80,80
KS-DB1,80,90
KS-DB1,90,0
KS-DB1,90,10
KS-DB1,90,20
KS-DB1,90,30
KS-DB1,90,40
KS-DB1,90,50
KS-DB1,90,60
KS-DB1,90,70
KS-DB1,90,80
KS-DB1,90,90
KY-DB1,0,0
KY-DB1,0,10
KY-DB1,0,20
KY-DB1,0,30
KY-DB1,0,40
KY-DB1,0,50
KY-DB1,0,60
KY-DB1,0,70
KY-DB1,0,80
KY-DB1,0,90
KY-DB1,10,0
KY-DB1,10,10
KY-DB1,10,20
KY-DB1,10,30
KY-DB1,10,40
KY-DB1,10,50
KY-DB1,10,60
KY-DB1,10,70
KY-DB1,10,80
KY-DB1,10,90
KY-DB1,20,0
KY-DB1,20,10
KY-DB1,20,20
KY-DB1,20,30
KY-DB1,20,40
KY-DB1,20,50
KY-DB1,20,60
KY-DB1,20,70
KY-DB1,20,80
KY-DB1,20,90
KY-DB1,30,0
KY-DB1,30,10
KY-DB1,30,20
KY-DB1,30,30
KY-DB1,30,40
KY-DB1,30,50
KY-DB1,30,60
KY-DB1,30,70
KY-DB1,30,80
KY-DB1,30,90
KY-DB1,40,0
KY-DB1,40,10
KY-DB1,40,20
KY-DB1,40,30
KY-DB1,40,40
KY-DB1,40,50
KY-DB1,40,60
KY-DB1,40,70
KY-DB1,40,80
KY-DB1,40,90
KY-DB1,50,0
KY-DB1,50,10
KY-DB1,50,20
KY-DB1,50,30
KY-DB1,50,40
KY-DB1,50,50
KY-DB1,50,60
KY-DB1,50,70
KY-DB1,50,80
KY-DB1,50,90
KY-DB1,60,0
KY-DB1,60,10
KY-DB1,60,20
KY-DB1,60,30
KY-DB1,60,40
KY-DB1,60,50
KY-DB1,60,60
KY-DB1,60,70
KY-DB1,60,80
KY-DB1,60,90
KY-DB1,70,0
KY-DB1,70,10
KY-DB1,70,20
KY-DB1,70,30
KY-DB1,70,40
KY-DB1,70,50
KY-DB1,70,60
KY-DB1,70,70
KY-DB1,70,80
KY-DB1,70,90
KY-DB1,80,0
KY-DB1,80,10
KY-DB1,80,20
KY-DB1,80,30
KY-DB1,80,40
KY-DB1,80,50
KY-DB1,80,60
KY-DB1,80,70
KY-DB1,80,80
KY-DB1,80,90
KY-DB1,90,0
KY-DB1,90,10
KY-DB1,90,20
KY-DB1,90,30
KY-DB1,90,40
KY-DB1,90,50
KY-DB1,90,60
KY-DB1,90,70
KY-DB1,90,80
KY-DB1,90,90
MY-EB1,0,0
MY-EB1,0,10
MY-EB1,0,20
MY-EB1,0,30
MY-EB1,0,40
MY-EB1,0,50
MY-EB1,0,60
MY-EB1,0,70
MY-EB1,0,80
MY-EB1,0,90
MY-EB1,10,0
MY-EB1,10,10
MY-EB1,10,20
MY-EB1,10,30
MY-EB1,10,40
MY-EB1,10,50
MY-EB1,10,60
MY-EB1,10,70
MY-EB1,10,80
MY-EB1,10,90
MY-EB1,20,0
MY-EB1,20,10
MY-EB1,20,20
MY-EB1,20,30
MY-EB1,20,40
MY-EB1,20,50
MY-EB1,20,60
MY-EB1,20,70
MY-EB1,20,80
MY-EB1,20,90
MY-EB1,30,0
MY-EB1,30,10
MY-EB1,30,20
MY-EB1,30,30
MY-EB1,30,40
MY-EB1,30,50
MY-EB1,30,60
MY-EB1,30,70
MY-EB1,30,80
MY-EB1,30,90
MY-EB1,40,0
MY-EB1,40,10
MY-EB1,40,20
MY-EB1,40,30
MY-EB1,40,40
MY-EB1,40,50
MY-EB1,40,60
MY-EB1,40,70
MY-EB1,40,80
MY-EB1,40,90
MY-EB1,50,0
MY-EB1,50,10
MY-EB1,50,20
MY-EB1,50,30
MY-EB1,50,40
MY-EB1,50,50
MY-EB1,50,60
MY-EB1,50,70
MY-EB1,50,80
MY-EB1,50,90
MY-EB1,60,0
MY-EB1,60,10
MY-EB1,60,20
MY-EB1,60,30
MY-EB1,60,40
MY-EB1,60,50
MY-EB1,60,60
MY-EB1,60,70
MY-EB1,60,80
MY-EB1,60,90
MY-EB1,70,0
MY-EB1,70,10
MY-EB1,70,20
MY-EB1,70,30
MY-EB1,70,40
MY-EB1,70,50
MY-EB1,70,60
MY-EB1,70,70
MY-EB1,70,80
MY-EB1,70,90
MY-EB1,80,0
MY-EB1,80,10
MY-EB1,80,20
MY-EB1,80,30
MY-EB1,80,40
MY-EB1,80,50
MY-EB1,80,60
MY-EB1,80,70
MY-EB1,80,80
MY-EB1,80,90
MY-EB1,90,0
MY-EB1,90,10
MY-EB1,90,20
MY-EB1,90,30
MY-EB1,90,40
MY-EB1,90,50
MY-EB1,90,60
MY-EB1,90,70
MY-EB1,90,80
MY-EB1,90,90
NG-EC1,0,0
NG-EC1,0,10
NG-EC1,0,20
NG-EC1,0,30
NG-EC1,0,40
NG-EC1,0,50
NG-EC1,0,60
NG-EC1,0,70
NG-EC1,0,80
NG-EC1,0,90
NG-EC1,10,0
NG-EC1,10,10
NG-EC1,10,20
NG-EC1,10,30
NG-EC1,10,40
NG-EC1,10,50
NG-EC1,10,60
NG-EC1,10,70
NG-EC1,10,80
NG-EC1,10,90
NG-EC1,20,0
NG-EC1,20,10
NG-EC1,20,20
NG-EC1,20,30
NG-EC1,20,40
NG-EC1,20,50
NG-EC1,20,60
NG-EC1,20,70
NG-EC1,20,80
NG-EC1,20,90
NG-EC1,30,0
NG-EC1,30,10
NG-EC1,30,20
NG-EC1,30,30
NG-EC1,30,40
NG-EC1,30,50
NG-EC1,30,60
NG-EC1,30,70
NG-EC1,30,80
NG-EC1,30,90
NG-EC1,40,0
NG-EC1,40,10
NG-EC1,40,20
NG-EC1,40,30
NG-EC1,40,40
NG-EC1,40,50
NG-EC1,40,60
NG-EC1,40,70
NG-EC1,40,80
NG-EC1,40,90
NG-EC1,50,0
NG-EC1,50,10
NG-EC1,50,20
NG-EC1,50,30
NG-EC1,50,40
NG-EC1,50,50
NG-EC1,50,60
NG-EC1,50,70
NG-EC1,50,80
NG-EC1,50,90
NG-EC1,60,0
NG-EC1,60,10
NG-EC1,60,20
NG-EC1,60,30
NG-EC1,60,40
NG-EC1,60,50
NG-EC1,60,60
NG-EC1,60,70
NG-EC1,60,80
NG-EC1,60,90
NG-EC1,70,0
NG-EC1,70,10
NG-EC1,70,20
NG-EC1,70,30
NG-EC1,70,40
NG-EC1,70,50
NG-EC1,70,60
NG-EC1,70,70
NG-EC1,70,80
NG-EC1,70,90
NG-EC1,80,0
NG-EC1,80,10
NG-EC1,80,20
NG-EC1,80,30
NG-EC1,80,40
NG-EC1,80,50
NG-EC1,80,60
NG-EC1,80,70
NG-EC1,80,80
NG-EC1,80,90
NG-EC1,90,0
NG-EC1,90,10
NG-EC1,90,20
NG-EC1,90,30
NG-EC1,90,40
NG-EC1,90,50
NG-EC1,90,60
NG-EC1,90,70
NG-EC1,90,80
NG-EC1,90,90
NP-DB1,0,0
NP-DB1,0,10
NP-DB1,0,20
NP-DB1,0,30
NP-DB1,0,40
NP-DB1,0,50
NP-DB1,0,60
NP-DB1,0,70
NP-DB1,0,80
NP-DB1,0,90
NP-DB1,0,100
NP-DB1,0,110
NP-DB1,0,120
NP-DB1,10,0
NP-DB1,10,10
NP-DB1,10,20
NP-DB1,10,30
NP-DB1,10,40
NP-DB1,10,50
NP-DB1,10,60
NP-DB1,10,70
NP-DB1,10,80
NP-DB1,10,90
NP-DB1,10,100
NP-DB1,10,110
NP-DB1,10,120
NP-DB1,20,0
NP-DB1,20,10
NP-DB1,20,20
NP-DB1,20,30
NP-DB1,20,40
