name_jp,name_jp_std,name_greenlist,match_type,status,name_gbif_accepted,species,genus,family,order,species_jp,family_jp,order_jp,categ,categ2,categ3,categ4,categ5,categ6,fruit_type,remarks
ハイノキ,,Symplocos myrtacea Siebold et Zucc. var. myrtacea,EXACT,accepted,Symplocos myrtacea Siebold & Zucc.,Symplocos myrtacea,Symplocos,Symplocaceae,Ericales,ハイノキ,ハイノキ科,ツツジ目,4,4,1,5,5,3,核果,use greenlist name
クロバイ,,Symplocos prunifolia Siebold et Zucc. var. prunifolia,HIGHERRANK,synonym,Symplocos sumuntia Buch.-Ham. ex D.Don,Symplocos prunifolia var. prunifolia,Symplocos,Symplocaceae,Ericales,クロバイ,ハイノキ科,ツツジ目,4,4,1,5,5,3,核果,use greenlist name
サワフタギ,,Symplocos sawafutagi Nagam. var. sawafutagi,EXACT,accepted,Symplocos sawafutagi var. sawafutagi,Symplocos sawafutagi var. sawafutagi,Symplocos,Symplocaceae,Ericales,サワフタギ,ハイノキ科,ツツジ目,4,4,1,4,4,3,核果,use gbif name
クロパイ,,Symplocos sumuntia,EXACT,accepted,Symplocos sumuntia Buch.-Ham. ex D.Don,Symplocos sumuntia,Symplocos,Symplocaceae,Ericales,クロパイ,ハイノキ科,ツツジ目,,,1,,5,3,核果,not found in GreenList; not found in YList
ハイノキ科,,Symplocaceae sp,HIGHERRANK,accepted,Symplocaceae,Symplocaceae sp.,,Symplocaceae,Ericales,ハイノキ科,ハイノキ科,ツツジ目,,,1,,,3,核果,not found in GreenList; not found in YList
ヤブツバキ,,Camellia japonica L.,EXACT,accepted,Camellia japonica L.,Camellia japonica,Camellia,Theaceae,Ericales,ヤブツバキ,ツバキ科,ツツジ目,4,4,1,5,5,3,さく果,use gbif name
ユキツバキ,,Camellia rusticana Honda,EXACT,synonym,Camellia japonica var. rusticana (Honda) T.L.Ming,Camellia rusticana,Camellia,Theaceae,Ericales,ユキツバキ,ツバキ科,ツツジ目,4,4,1,5,5,3,さく果,use greenlist name; checked The Plant List
サザンカ,,Camellia sasanqua Thunb.,EXACT,synonym,Camellia oleifera Abel,Camellia sasanqua,Camellia,Theaceae,Ericales,サザンカ,ツバキ科,ツツジ目,4,4,1,5,5,3,さく果,use greenlist name; checked The Plant List
ヒメツバキ,,Schima wallichii (DC.) Korth. subsp. mertensiana (Siebold et Zucc.) Bloemb.,HIGHERRANK,accepted,Schima wallichii (DC.) Korth.,Schima wallichii subsp. mertensiana,Schima,Theaceae,Ericales,ヒメツバキ,ツバキ科,ツツジ目,4,4,1,5,5,3,さく果,use greenlist name
イジュ,,Schima wallichii (DC.) Korth. subsp. noronhae (Reinw. ex Blume) Bloemb.,EXACT,synonym,Schima noronhae Reinw. ex Blume,Schima wallichii subsp. noronhae,Schima,Theaceae,Ericales,イジュ,ツバキ科,ツツジ目,4,4,0,5,5,3,さく果,use greenlist name
ヒメシャラ,,Stewartia monadelpha Siebold et Zucc.,EXACT,accepted,Stewartia monadelpha Siebold & Zucc.,Stewartia monadelpha,Stewartia,Theaceae,Ericales,ヒメシャラ,ツバキ科,ツツジ目,4,4,1,4,4,3,さく果,use gbif name
ナツツバキ,,Stewartia pseudocamellia Maxim.,EXACT,accepted,Stewartia pseudocamellia Maxim.,Stewartia pseudocamellia,Stewartia,Theaceae,Ericales,ナツツバキ,ツバキ科,ツツジ目,4,4,1,4,4,3,さく果,use gbif name
ネムノキ,,Albizia julibrissin Durazz. var. julibrissin,EXACT,accepted,Albizia julibrissin var. julibrissin,Albizia julibrissin var. julibrissin,Albizia,Fabaceae,Fabales,ネムノキ,マメ科,マメ目,4,4,1,4,4,3,豆果,use gbif name
フジキ,,Cladrastis platycarpa (Maxim.) Makino,EXACT,accepted,Cladrastis platycarpa (Maxim.) Makino,Cladrastis platycarpa,Cladrastis,Fabaceae,Fabales,フジキ,マメ科,マメ目,,,1,,4,3,豆果,use gbif name
ハギ属,,Lespedeza sp.,HIGHERRANK,accepted,Lespedeza Michx.,Lespedeza sp.,Lespedeza,Fabaceae,Fabales,ハギ属,マメ科,マメ目,,,,,,3,豆果,not found in GreenList; not found in YList
イヌエンジュ,,Maackia amurensis Rupr. et Maxim. subsp. buergeri (Maxim.) Kitam.,EXACT,accepted,Maackia amurensis subsp. buergeri (Maxim.) C.K.Schneid.,Maackia amurensis subsp. buergeri,Maackia,Fabaceae,Fabales,イヌエンジュ,マメ科,マメ目,4,4,1,4,4,3,豆果,use gbif name
クズ,,Pueraria lobata (Willd.) Ohwi,EXACT,accepted,Pueraria lobata Benth.,Pueraria lobata,Pueraria,Fabaceae,Fabales,クズ,マメ科,マメ目,,,1,,6,3,豆果,use gbif name
タンキリマメ,,Rhynchosia volubilis Lour.,EXACT,accepted,Rhynchosia volubilis Lour.,Rhynchosia volubilis,Rhynchosia,Fabaceae,Fabales,タンキリマメ,マメ科,マメ目,,,1,,6,3,豆果,use gbif name
フジ,,Wisteria floribunda (Willd.) DC.,EXACT,accepted,Wisteria floribunda (Willd.) DC.,Wisteria floribunda,Wisteria,Fabaceae,Fabales,フジ,マメ科,マメ目,4,4,1,4,4,3,豆果,use gbif name
ヤシャブシ,,Alnus firma Siebold et Zucc. var. firma,HIGHERRANK,accepted,Alnus firma Siebold & Zucc.,Alnus firma var. firma,Alnus,Betulaceae,Fagales,ヤシャブシ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果,use greenlist name
ケヤマハンノキ,,Alnus hirsuta (Spach) Turcz. ex Rupr. var. hirsuta,HIGHERRANK,accepted,Alnus hirsuta (Spach) Rupr.,Alnus hirsuta var. hirsuta,Alnus,Betulaceae,Fagales,ケヤマハンノキ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果,not found in GreenList; found in YList; use greenlist name
ハンノキ,,Alnus japonica (Thunb.) Steud.,EXACT,accepted,Alnus japonica (Thunb.) Steud.,Alnus japonica,Alnus,Betulaceae,Fagales,ハンノキ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果,use gbif name
ハンノキ属,,Alnus sp.,HIGHERRANK,accepted,Alnus Mill.,Alnus sp.,Alnus,Betulaceae,Fagales,ハンノキ属,カバノキ科,ブナ目,,,1,,4,3,堅果,not found in GreenList; not found in YList
ネコシデ,,Betula corylifolia Regel et Maxim.,EXACT,accepted,Betula corylifolia Regel & Maxim.,Betula corylifolia,Betula,Betulaceae,Fagales,ネコシデ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果,use gbif name
ヤエガワカンバ,,Betula davurica Pall. var. davurica,FUZZY,accepted,Betula dahurica var. dahurica,Betula dahurica var. dahurica,Betula,Betulaceae,Fagales,ヤエガワカンバ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果,use gbif name
ダケカンバ,,Betula ermanii Cham. var. ermanii,EXACT,accepted,Betula ermanii var. ermanii,Betula ermanii var. ermanii,Betula,Betulaceae,Fagales,ダケカンバ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果,use gbif name
ジゾウカンバ,,Betula globispica Shirai,EXACT,accepted,Betula globispica Shirai,Betula globispica,Betula,Betulaceae,Fagales,ジゾウカンバ,カバノキ科,ブナ目,,,1,,4,3,堅果,use gbif name
ミズメ,,Betula grossa Siebold et Zucc.,EXACT,accepted,Betula grossa Siebold & Zucc.,Betula grossa,Betula,Betulaceae,Fagales,ミズメ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果,use gbif name
ウダイカンバ,,Betula maximowicziana Regel,EXACT,accepted,Betula maximowicziana Regel,Betula maximowicziana,Betula,Betulaceae,Fagales,ウダイカンバ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果,use gbif name
シラカンバ,,Betula platyphylla Sukaczev var. japonica (Miq.) H.Hara,EXACT,synonym,Betula pendula subsp. mandshurica (Regel) Ashburner & McAll.,Betula platyphylla var. japonica,Betula,Betulaceae,Fagales,シラカンバ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果,use greenlist name; unresolved
オノオレカンバ,,Betula schmidtii Regel var. schmidtii,HIGHERRANK,accepted,Betula schmidtii Regel,Betula schmidtii var. schmidtii,Betula,Betulaceae,Fagales,オノオレカンバ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果,use greenlist name
カバノキ属,,Betula sp.,HIGHERRANK,accepted,Betula L.,Betula sp.,Betula,Betulaceae,Fagales,カバノキ属,カバノキ科,ブナ目,,,,,4,3,堅果,not found in GreenList; not found in YList
サワシバ,,Carpinus cordata Blume var. cordata,EXACT,accepted,Carpinus cordata var. cordata,Carpinus cordata var. cordata,Carpinus,Betulaceae,Fagales,サワシバ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果・果苞あり,use gbif name
クマシデ,,Carpinus japonica Blume var. japonica,HIGHERRANK,accepted,Carpinus japonica Blume,Carpinus japonica var. japonica,Carpinus,Betulaceae,Fagales,クマシデ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果・果苞あり,use greenlist name
アカシデ,,Carpinus laxiflora (Siebold et Zucc.) Blume,EXACT,accepted,Carpinus laxiflora (Siebold & Zucc.) Blume,Carpinus laxiflora,Carpinus,Betulaceae,Fagales,アカシデ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果・果苞あり,use gbif name
クマシデ属,,Carpinus sp.,HIGHERRANK,accepted,Carpinus L.,Carpinus sp.,Carpinus,Betulaceae,Fagales,クマシデ属,カバノキ科,ブナ目,,,,,4,3,,not found in GreenList; not found in YList
イヌシデ,,Carpinus tschonoskii Maxim.,EXACT,accepted,Carpinus tschonoskii Maxim.,Carpinus tschonoskii,Carpinus,Betulaceae,Fagales,イヌシデ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果・果苞あり,use gbif name
ツノハシバミ,,Corylus sieboldiana Blume var. sieboldiana,EXACT,accepted,Corylus sieboldiana var. sieboldiana,Corylus sieboldiana var. sieboldiana,Corylus,Betulaceae,Fagales,ツノハシバミ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果・果苞あり,use gbif name
アサダ,,Ostrya japonica Sarg.,EXACT,accepted,Ostrya japonica Sarg.,Ostrya japonica,Ostrya,Betulaceae,Fagales,アサダ,カバノキ科,ブナ目,4,4,1,4,4,3,堅果・果苞あり,use gbif name
カバノキ科,,Betulaceae sp.,HIGHERRANK,accepted,Betulaceae,Betulaceae sp.,,Betulaceae,Fagales,カバノキ科,カバノキ科,ブナ目,,,,,4,3,,not found in GreenList; not found in YList
クリ,,Castanea crenata Siebold et Zucc.,EXACT,accepted,Castanea crenata Siebold & Zucc.,Castanea crenata,Castanea,Fagaceae,Fagales,クリ,ブナ科,ブナ目,4,4,1,4,4,3,堅果,use gbif name
ツブラジイ,,Castanopsis cuspidata (Thunb.) Schottky,EXACT,accepted,Castanopsis cuspidata Schottky,Castanopsis cuspidata,Castanopsis,Fagaceae,Fagales,ツブラジイ,ブナ科,ブナ目,4,4,1,5,5,3,堅果,use gbif name
スダジイ,,Castanopsis sieboldii (Makino) Hatus. ex T.Yamaz. et Mashiba subsp. sieboldii,EXACT,accepted,Castanopsis sieboldii var. sieboldii,Castanopsis sieboldii var. sieboldii,Castanopsis,Fagaceae,Fagales,スダジイ,ブナ科,ブナ目,4,4,1,5,5,3,堅果,use gbif name
シイ属,,Castanopsis sp.,HIGHERRANK,accepted,Castanopsis (D.Don) Spach,Castanopsis sp.,Castanopsis,Fagaceae,Fagales,シイ属,ブナ科,ブナ目,4,4,1,5,5,3,堅果,not found in GreenList; not found in YList
ブナ,,Fagus crenata Blume,EXACT,accepted,Fagus crenata Blume,Fagus crenata,Fagus,Fagaceae,Fagales,ブナ,ブナ科,ブナ目,4,4,1,4,4,3,堅果,use gbif name
イヌブナ,,Fagus japonica Maxim.,EXACT,accepted,Fagus japonica Maxim.,Fagus japonica,Fagus,Fagaceae,Fagales,イヌブナ,ブナ科,ブナ目,4,4,1,4,4,3,堅果,use gbif name
ブナ属,,Fagus sp.,HIGHERRANK,accepted,Fagus L.,Fagus sp.,Fagus,Fagaceae,Fagales,ブナ属,ブナ科,ブナ目,,,1,,4,3,堅果,not found in GreenList; not found in YList
アカガシ,,Quercus acuta Thunb.,EXACT,accepted,Quercus acuta Thunb.,Quercus acuta,Quercus,Fagaceae,Fagales,アカガシ,ブナ科,ブナ目,4,4,1,5,5,3,堅果,use gbif name
ミズナラ,,Quercus crispula Blume var. crispula,HIGHERRANK,synonym,Quercus mongolica subsp. crispula (Blume) Menitsky,Quercus crispula var. crispula,Quercus,Fagaceae,Fagales,ミズナラ,ブナ科,ブナ目,4,4,1,4,4,3,堅果,use greenlist name
イチイガシ,,Quercus gilva Blume,EXACT,accepted,Quercus gilva Blume,Quercus gilva,Quercus,Fagaceae,Fagales,イチイガシ,ブナ科,ブナ目,4,4,1,5,5,3,堅果,use gbif name
アマミアラカシ,,Quercus glauca Thunb. var. amamiana (Hatus.) Hatus. ex H.Ohba,EXACT,synonym,Quercus glauca Thunb.,Quercus glauca,Quercus,Fagaceae,Fagales,アマミアラカシ,ブナ科,ブナ目,4,4,0,5,5,3,堅果,use gbif name; checked in The Plant List
アラカシ,,Quercus glauca Thunb. var. glauca,EXACT,accepted,Quercus glauca var. glauca,Quercus glauca var. glauca,Quercus,Fagaceae,Fagales,アラカシ,ブナ科,ブナ目,4,4,1,5,5,3,堅果,use gbif name
ハナガガシ,,Quercus hondae Makino,EXACT,accepted,Quercus hondae Makino,Quercus hondae,Quercus,Fagaceae,Fagales,ハナガガシ,ブナ科,ブナ目,4,4,1,5,5,3,堅果,use gbif name
オキナワウラジロガシ,,Quercus miyagii Koidz.,EXACT,accepted,Quercus miyagii Koidz.,Quercus miyagii,Quercus,Fagaceae,Fagales,オキナワウラジロガシ,ブナ科,ブナ目,4,4,1,5,5,3,堅果,use gbif name
ウラジロガシ,,Quercus salicina Blume,EXACT,accepted,Quercus salicina Blume,Quercus salicina,Quercus,Fagaceae,Fagales,ウラジロガシ,ブナ科,ブナ目,4,4,1,5,5,3,堅果,use gbif name
コナラ,,Quercus serrata Murray,EXACT,accepted,Quercus serrata Murray,Quercus serrata,Quercus,Fagaceae,Fagales,コナラ,ブナ科,ブナ目,4,4,1,4,4,3,堅果,use gbif name
ツクバネガシ,,Quercus sessilifolia Blume,EXACT,accepted,Quercus sessilifolia Blume,Quercus sessilifolia,Quercus,Fagaceae,Fagales,ツクバネガシ,ブナ科,ブナ目,4,4,1,5,5,3,堅果,use gbif name
コナラ属,,Quercus sp.,HIGHERRANK,accepted,Quercus L.,Quercus sp.,Quercus,Fagaceae,Fagales,コナラ属,ブナ科,ブナ目,,,,,2,3,堅果,not found in GreenList; not found in YList
カシ類,,Quercus sp.,HIGHERRANK,accepted,Quercus L.,Quercus sp.,Quercus,Fagaceae,Fagales,コナラ属,ブナ科,ブナ目,,,,,5,3,堅果,not found in GreenList; not found in YList
アカガシ亜属,,Cyclobalanopsis sp.,HIGHERRANK,accepted,Quercus L.,Quercus sp.,Quercus,Fagaceae,Fagales,コナラ属,ブナ科,ブナ目,,,,,5,3,堅果,not found in GreenList; not found in YList
ナラ類,,Quercus sp.,HIGHERRANK,accepted,Quercus L.,Quercus sp.,Quercus,Fagaceae,Fagales,コナラ属,ブナ科,ブナ目,,,,4,4,3,堅果,not found in GreenList; not found in YList
コナラ亜属,,Quercus sp.,HIGHERRANK,accepted,Quercus L.,Quercus sp.,Quercus,Fagaceae,Fagales,コナラ属,ブナ科,ブナ目,,,,,4,3,堅果,not found in GreenList; not found in YList
ブナ科,,Fagaceae sp.,HIGHERRANK,accepted,Fagaceae,Fagaceae sp.,,Fagaceae,Fagales,ブナ科,ブナ科,ブナ目,,,,,2,3,堅果,not found in GreenList; not found in YList
サワグルミ,,Pterocarya rhoifolia Siebold et Zucc.,EXACT,accepted,Pterocarya rhoifolia Siebold & Zucc.,Pterocarya rhoifolia,Pterocarya,Juglandaceae,Fagales,サワグルミ,クルミ科,ブナ目,4,4,1,4,4,3,堅果,use gbif name
ヤマモモ,,Myrica rubra Siebold et Zucc.,EXACT,synonym,Morella rubra Lour.,Myrica rubra,Myrica,Myricaceae,Fagales,ヤマモモ,ヤマモモ科,ブナ目,4,4,1,5,5,3,核果,use greenlist name; checked in The Plant List
アオキ,,Aucuba japonica Thunb. var. japonica,EXACT,accepted,Aucuba japonica var. japonica,Aucuba japonica var. japonica,Aucuba,Garryaceae,Garryales,アオキ,ガリア科,ガリア目,4,4,1,5,5,3,核果,use gbif name
サカキカズラ,,Anodendron affine (Hook. et Arn.) Druce,EXACT,accepted,Anodendron affine Druce,Anodendron affine,Anodendron,Apocynaceae,Gentianales,サカキカズラ,キョウチクトウ科,リンドウ目,4,4,1,5,5,3,袋果,use gbif name
テイカカズラ,,Trachelospermum asiaticum (Siebold et Zucc.) Nakai var. asiaticum,HIGHERRANK,accepted,Trachelospermum asiaticum Nakai,Trachelospermum asiaticum var. asiaticum,Trachelospermum,Apocynaceae,Gentianales,テイカカズラ,キョウチクトウ科,リンドウ目,4,4,1,5,5,3,袋果,use greenlist name
オキナワテイカカズラ,,Trachelospermum gracilipes Hook.f. var. liukiuense (Hatus.) Kitam.,EXACT,accepted,Trachelospermum gracilipes Hook.f.,Trachelospermum gracilipes var. liukiuense,Trachelospermum,Apocynaceae,Gentianales,オキナワテイカカズラ,キョウチクトウ科,リンドウ目,4,4,1,5,5,3,袋果,use greenlist name
リュウキュウテイカカズラ,オキナワテイカカズラ,Trachelospermum gracilipes Hook.f. var. liukiuense (Hatus.) Kitam.,EXACT,accepted,Trachelospermum gracilipes Hook.f.,Trachelospermum gracilipes var. liukiuense,Trachelospermum,Apocynaceae,Gentianales,オキナワテイカカズラ,キョウチクトウ科,リンドウ目,4,4,0,5,5,3,袋果,use greenlist name
タニワタリノキ,,Adina pilulifera (Lam.) Franch. ex Drake,EXACT,accepted,Adina pilulifera Franch. ex Drake,Adina pilulifera,Adina,Rubiaceae,Gentianales,タニワタリノキ,アカネ科,リンドウ目,4,4,1,5,5,3,さく果,use gbif name
シマミサオノキ,,Aidia canthioides (Champ. ex Benth.) Masam.,EXACT,accepted,Aidia canthioides (Champ. ex Benth.) Masam.,Aidia canthioides,Aidia,Rubiaceae,Gentianales,シマミサオノキ,アカネ科,リンドウ目,4,4,1,5,5,3,液果,use gbif name
アリドオシ,,Damnacanthus indicus C.F.Gaertn. subsp. indicus,EXACT,accepted,Damnacanthus indicus var. indicus,Damnacanthus indicus  var. indicus,Damnacanthus,Rubiaceae,Gentianales,アリドオシ,アカネ科,リンドウ目,4,4,1,5,5,3,核果,use gbif name
シロミミズ,,Diplospora dubia (Lindl.) Masam.,EXACT,accepted,Diplospora dubia (Lindl.) Masam.,Diplospora dubia,Diplospora,Rubiaceae,Gentianales,シロミミズ,アカネ科,リンドウ目,4,4,1,5,5,3,液果,use gbif name
クチナシ,,Gardenia jasminoides Ellis,EXACT,accepted,Gardenia jasminoides Ellis,Gardenia jasminoides,Gardenia,Rubiaceae,Gentianales,クチナシ,アカネ科,リンドウ目,4,4,1,5,5,3,,use gbif name
ルリミノキ,,Lasianthus japonicus Miq.,EXACT,accepted,Lasianthus japonicus Miq.,Lasianthus japonicus,Lasianthus,Rubiaceae,Gentianales,ルリミノキ,アカネ科,リンドウ目,,,1,,5,3,核果,use gbif name
サツマルリミノキ,,Lasianthus japonicus Miq. f. satsumensis (Matsum.) Kitam.,EXACT,synonym,Lasianthus japonicus subsp. japonicus,Lasianthus japonicus  subsp. japonicus,Lasianthus,Rubiaceae,Gentianales,サツマルリミノキ,アカネ科,リンドウ目,,,1,,5,3,核果,use gbif name
ハナガサノキ,,Morinda umbellata L. subsp. obovata Y.Z.Ruan,EXACT,synonym,Gynochthodes umbellata (L.) Razafim. & B.Bremer,Morinda umbellata subsp. obovata,Morinda,Rubiaceae,Gentianales,ハナガサノキ,アカネ科,リンドウ目,4,4,1,5,5,3,核果,use gbif name
ヘクソカズラ,,Paederia foetida L.,EXACT,accepted,Paederia foetida L.,Paederia foetida,Paederia,Rubiaceae,Gentianales,ヘクソカズラ,アカネ科,リンドウ目,,,1,,6,3,,use gbif name
ボチョウジ,,Psychotria asiatica L.,EXACT,accepted,Psychotria asiatica L.,Psychotria asiatica,Psychotria,Rubiaceae,Gentianales,ボチョウジ,アカネ科,リンドウ目,4,4,1,5,5,3,核果,use gbif name
シラタマカズラ,,Psychotria serpens L.,EXACT,accepted,Psychotria serpens L.,Psychotria serpens,Psychotria,Rubiaceae,Gentianales,シラタマカズラ,アカネ科,リンドウ目,,,1,,5,3,核果,use gbif name
アカミズキ,,Wendlandia formosana Cowan,EXACT,accepted,Wendlandia formosana Cowan,Wendlandia formosana,Wendlandia,Rubiaceae,Gentianales,アカミズキ,アカネ科,リンドウ目,4,4,1,5,5,3,核果,use gbif name
ムラサキシキブ,,Callicarpa japonica Thunb. var. japonica,EXACT,accepted,Callicarpa japonica var. japonica,Callicarpa japonica var. japonica,Callicarpa,Lamiaceae,Lamiales,ムラサキシキブ,シソ科,シソ目,4,4,1,4,4,3,核果,use gbif name
ヤブムラサキ,,Callicarpa mollis Siebold et Zucc.,EXACT,accepted,Callicarpa mollis Siebold & Zucc.,Callicarpa mollis,Callicarpa,Lamiaceae,Lamiales,ヤブムラサキ,シソ科,シソ目,4,4,1,4,4,3,核果,use gbif name
ムラサキシキブ属,,Callicarpa sp.,HIGHERRANK,accepted,Callicarpa L.,Callicarpa sp.,Callicarpa,Lamiaceae,Lamiales,ムラサキシキブ属,シソ科,シソ目,,,,,4,3,核果,not found in GreenList; not found in YList
クサギ,,Clerodendrum trichotomum Thunb. var. trichotomum,EXACT,synonym,Clerodendrum trichotomum Thunb.,Clerodendrum trichotomum var. trichotomum,Clerodendrum,Lamiaceae,Lamiales,クサギ,シソ科,シソ目,4,4,1,4,4,3,核果,use greenlist name; checked The Plant List
ハマクサギ,,Premna microphylla Turcz.,EXACT,accepted,Premna microphylla Turcz.,Premna microphylla,Premna,Lamiaceae,Lamiales,ハマクサギ,シソ科,シソ目,4,4,1,4,4,3,核果,use gbif name
トネリコ,,Fraxinus japonica Blume ex K.Koch,HIGHERRANK,accepted,Fraxinus L.,Fraxinus japonica,Fraxinus,Oleaceae,Lamiales,トネリコ,モクセイ科,シソ目,,,1,,4,3,翼果,use greenlist name
ケアオダモ,,Fraxinus lanuginosa Koidz.,EXACT,accepted,Fraxinus lanuginosa Koidz.,Fraxinus lanuginosa,Fraxinus,Oleaceae,Lamiales,ケアオダモ,モクセイ科,シソ目,4,4,1,4,4,3,翼果,use gbif name
アラゲアオダモ,ケアオダモ,Fraxinus lanuginosa Koidz.,EXACT,accepted,Fraxinus lanuginosa Koidz.,Fraxinus lanuginosa,Fraxinus,Oleaceae,Lamiales,ケアオダモ,モクセイ科,シソ目,4,4,0,4,4,3,翼果,use gbif name
アオダモ,,Fraxinus lanuginosa Koidz. f. serrata (Nakai) Murata,EXACT,synonym,Fraxinus lanuginosa Koidz.,Fraxinus lanuginosa f. serrata,Fraxinus,Oleaceae,Lamiales,アオダモ,モクセイ科,シソ目,4,4,1,4,4,3,翼果,use greenlist name
ヤチダモ,,Fraxinus mandshurica Rupr.,EXACT,accepted,Fraxinus mandshurica Rupr.,Fraxinus mandshurica,Fraxinus,Oleaceae,Lamiales,ヤチダモ,モクセイ科,シソ目,4,4,1,4,4,3,翼果,use gbif name
シオジ,,Fraxinus platypoda Oliv.,EXACT,accepted,Fraxinus platypoda Oliv.,Fraxinus platypoda,Fraxinus,Oleaceae,Lamiales,シオジ,モクセイ科,シソ目,4,4,1,4,4,3,翼果,use gbif name
マルバアオダモ,,Fraxinus sieboldiana Blume,EXACT,accepted,Fraxinus sieboldiana Blume,Fraxinus sieboldiana,Fraxinus,Oleaceae,Lamiales,マルバアオダモ,モクセイ科,シソ目,4,4,1,4,4,3,翼果,use gbif name
アオダモ類,,Fraxinus sp.,HIGHERRANK,accepted,Fraxinus L.,Fraxinus sp.,Fraxinus,Oleaceae,Lamiales,トネリコ属,モクセイ科,シソ目,,,,,,3,翼果,not found in GreenList; not found in YList
トネリコ属,,Fraxinus sp.,HIGHERRANK,accepted,Fraxinus L.,Fraxinus sp.,Fraxinus,Oleaceae,Lamiales,トネリコ属,モクセイ科,シソ目,,,,,,3,翼果,not found in GreenList; not found in YList
ネズミモチ,,Ligustrum japonicum Thunb. var. japonicum,HIGHERRANK,accepted,Ligustrum japonicum Thunb.,Ligustrum japonicum var. japonicum,Ligustrum,Oleaceae,Lamiales,ネズミモチ,モクセイ科,シソ目,4,4,1,5,5,3,核果状,use greenlist name
トウネズミモチ,,Ligustrum lucidum Aiton,EXACT,accepted,Ligustrum lucidum W.T.Aiton,Ligustrum lucidum,Ligustrum,Oleaceae,Lamiales,トウネズミモチ,モクセイ科,シソ目,,,1,,5,3,核果状,not found in GreenList; found in YList; use gbif name
シマモクセイ,,Osmanthus insularis Koidz. var. insularis,HIGHERRANK,accepted,Osmanthus insularis Koidz.,Osmanthus insularis  var. insularis,Osmanthus,Oleaceae,Lamiales,シマモクセイ,モクセイ科,シソ目,,,1,,5,3,核果,use greenlist name
キリ,,Paulownia tomentosa (Thunb.) Steud.,EXACT,accepted,Paulownia tomentosa (Thunb.) Steud.,Paulownia tomentosa,Paulownia,Paulowniaceae,Lamiales,キリ,キリ科,シソ目,,,1,,4,3,さく果,not found in GreenList; found in YList; use gbif name
ゴマ,,Sesamum indicum L.,EXACT,accepted,Sesamum indicum L.,Sesamum indicum,Sesamum,Pedaliaceae,Lamiales,ゴマ,ゴマ科,シソ目,,,1,,6,3,,not found in GreenList; found in YList; use gbif name
バリバリノキ,,Actinodaphne acuminata (Blume) Meisn.,EXACT,synonym,Actinodaphne longifolia Nakai,Actinodaphne acuminata,Actinodaphne,Lauraceae,Laurales,バリバリノキ,クスノキ科,クスノキ目,4,4,1,5,5,3,液果,use greenlist name; checked in The Plant List
クスノキ,,Cinnamomum camphora (L.) J.Presl,EXACT,accepted,Cinnamomum camphora (L.) J.Presl,Cinnamomum camphora,Cinnamomum,Lauraceae,Laurales,クスノキ,クスノキ科,クスノキ目,4,4,1,5,5,3,液果,use gbif name
ヤブニッケイ,,Cinnamomum yabunikkei H.Ohba,EXACT,accepted,Cinnamomum yabunikkei H.Ohba,Cinnamomum yabunikkei,Cinnamomum,Lauraceae,Laurales,ヤブニッケイ,クスノキ科,クスノキ目,4,4,1,5,5,3,液果,use gbif name
カナクギノキ,,Lindera erythrocarpa Makino,EXACT,accepted,Lindera erythrocarpa Makino,Lindera erythrocarpa,Lindera,Lauraceae,Laurales,カナクギノキ,クスノキ科,クスノキ目,4,4,1,4,4,3,液果,use gbif name
オオバクロモジ,,Lindera umbellata Thunb. var. membranacea (Maxim.) Momiy. ex H.Hara et M.Mizush.,EXACT,accepted,Lindera umbellata var. membranacea (Maxim.) Momiyama,Lindera umbellata var. membranacea,Lindera,Lauraceae,Laurales,オオバクロモジ,クスノキ科,クスノキ目,4,4,1,4,4,3,液果,use gbif name
クロモジ,,Lindera umbellata Thunb. var. umbellata,EXACT,accepted,Lindera umbellata var. umbellata,Lindera umbellata var. umbellata,Lindera,Lauraceae,Laurales,クロモジ,クスノキ科,クスノキ目,4,4,1,4,4,3,液果,use gbif name
カゴノキ,,Litsea coreana H.Lév.,EXACT,accepted,Litsea coreana H.Lév.,Litsea coreana,Litsea,Lauraceae,Laurales,カゴノキ,クスノキ科,クスノキ目,4,4,1,5,5,3,液果,use gbif name
アオガシ,ホソバタブ,Machilus japonica Siebold et Zucc.,EXACT,accepted,Machilus japonica Siebold & Zucc.,Machilus japonica,Machilus,Lauraceae,Laurales,ホソバタブ,クスノキ科,クスノキ目,4,4,1,5,5,3,液果,use gbif name
